Source,Season,Production
Wind,Fall,10764
Wind,Winter,13556
Wind,Winter,18685
Wind,Spring,1652
Wind,Spring,2008
Wind,Fall,9691
Wind,Summer,10440
Wind,Spring,10482
Solar,Summer,2861
Wind,Winter,12336
Wind,Summer,2229
Wind,Winter,3898
Wind,Summer,5260
Wind,Winter,6409
Wind,Spring,8370
Wind,Spring,1412
Solar,Fall,4392
Wind,Fall,7423
Wind,Spring,3665
Wind,Spring,5021
Wind,Fall,3257
Solar,Spring,5493
Wind,Fall,15079
Wind,Summer,7156
Wind,Spring,4993
Wind,Fall,1685
Wind,Summer,5509
Wind,Spring,7874
Wind,Spring,3488
Solar,Summer,9623
Wind,Fall,8417
Wind,Fall,1024
Solar,Spring,4676
Wind,Summer,3222
Wind,Fall,4225
Wind,Spring,6922
Solar,Spring,2628
Wind,Summer,2454
Wind,Summer,1786
Solar,Summer,5834
Wind,Summer,1388
Wind,Fall,5062
Wind,Fall,3552
Wind,Fall,18956
Wind,Fall,3568
Wind,Spring,2865
Wind,Fall,15112
Solar,Fall,8411
Solar,Spring,6026
Wind,Winter,6752
Solar,Summer,5126
Wind,Spring,5002
Wind,Spring,9680
Wind,Winter,3259
Wind,Spring,12305
Wind,Fall,8224
Wind,Summer,3802
Wind,Summer,7084
Wind,Spring,2682
Wind,Summer,5654
Wind,Winter,5918
Wind,Fall,11753
Wind,Spring,11238
Wind,Fall,2358
Wind,Summer,1962
Wind,Winter,3465
Solar,Fall,4871
Wind,Fall,1716
Wind,Summer,4245
Wind,Summer,1001
Solar,Fall,8795
Solar,Summer,6981
Wind,Fall,10888
Wind,Winter,9299
Wind,Fall,2034
Wind,Winter,5969
Wind,Summer,2863
Wind,Fall,1134
Wind,Spring,7154
Wind,Spring,10329
Wind,Fall,3903
Wind,Spring,3940
Wind,Summer,16164
Wind,Fall,2966
Solar,Spring,3553
Wind,Summer,2663
Wind,Winter,10179
Wind,Fall,1596
Wind,Spring,13963
Wind,Spring,16591
Wind,Winter,9155
Wind,Fall,5761
Wind,Summer,7150
Wind,Fall,11401
Solar,Fall,7972
Wind,Summer,2678
Wind,Winter,7248
Wind,Winter,7535
Wind,Winter,11867
Wind,Winter,2719
Wind,Winter,9092
Solar,Fall,5116
Wind,Fall,6758
Wind,Fall,2865
Wind,Summer,1685
Solar,Summer,5042
Solar,Spring,3254
Wind,Spring,18128
Wind,Spring,6823
Wind,Fall,2690
Wind,Summer,4451
Wind,Winter,4662
Wind,Spring,1259
Solar,Summer,9125
Solar,Summer,8898
Wind,Summer,1999
Wind,Fall,1078
Solar,Summer,4290
Solar,Summer,2120
Solar,Summer,6674
Wind,Spring,1211
Solar,Spring,6013
Wind,Summer,1801
Wind,Fall,8441
Wind,Spring,5141
Solar,Summer,4706
Wind,Fall,17338
Wind,Fall,10696
Wind,Summer,4398
Solar,Summer,2862
Wind,Fall,14865
Wind,Fall,10606
Wind,Spring,1000
Wind,Fall,3434
Wind,Fall,2229
Wind,Spring,8412
Wind,Winter,12188
Wind,Spring,9813
Wind,Spring,17911
Wind,Winter,4263
Wind,Winter,12406
Wind,Winter,13067
Wind,Summer,2788
Wind,Fall,4327
Solar,Summer,7976
Wind,Winter,13902
Solar,Winter,4030
Solar,Summer,5530
Solar,Fall,7327
Wind,Spring,6439
Wind,Spring,11507
Wind,Summer,12058
Solar,Summer,5745
Wind,Summer,4747
Solar,Winter,6722
Wind,Fall,11489
Wind,Summer,2770
Wind,Winter,19186
Wind,Fall,1711
Wind,Summer,7194
Wind,Fall,11271
Wind,Winter,1309
Solar,Summer,4642
Wind,Spring,6717
Wind,Winter,11663
Wind,Summer,4434
Wind,Spring,10376
Wind,Fall,11147
Solar,Fall,3837
Wind,Winter,7030
Solar,Spring,6064
Wind,Spring,13060
Wind,Summer,2745
Wind,Spring,5274
Wind,Fall,5083
Wind,Fall,8890
Wind,Fall,10601
Solar,Fall,4826
Solar,Fall,4815
Wind,Fall,1998
Wind,Fall,18995
Solar,Summer,11456
Wind,Spring,920
Wind,Summer,3476
Wind,Fall,914
Wind,Winter,2046
Wind,Spring,2281
Solar,Spring,7984
Wind,Fall,9890
Solar,Summer,2797
Solar,Spring,3294
Wind,Winter,5101
Wind,Spring,4584
Wind,Fall,5272
Wind,Winter,3261
Solar,Spring,4683
Wind,Winter,11933
Wind,Winter,5132
Wind,Summer,11377
Wind,Winter,3287
Wind,Fall,17507
Wind,Winter,5476
Wind,Summer,537
Wind,Spring,2391
Wind,Fall,6934
Wind,Summer,1623
Wind,Summer,10483
Solar,Spring,5300
Wind,Summer,12780
Wind,Spring,507
Solar,Spring,5328
Solar,Fall,4862
Wind,Winter,3441
Solar,Spring,12036
Wind,Fall,3944
Wind,Fall,7654
Wind,Spring,5334
Solar,Summer,3841
Wind,Winter,6087
Solar,Summer,4320
Wind,Summer,7143
Solar,Summer,4565
Wind,Winter,14866
Wind,Summer,11062
Wind,Spring,4558
Wind,Summer,9075
Wind,Winter,15714
Wind,Fall,7944
Wind,Winter,1873
Wind,Winter,6113
Wind,Winter,2677
Wind,Winter,13192
Wind,Winter,1135
Wind,Spring,4828
Wind,Winter,7129
Wind,Fall,3283
Wind,Fall,2578
Wind,Winter,6095
Solar,Winter,3768
Wind,Spring,7724
Wind,Winter,7998
Wind,Summer,2234
Wind,Spring,16915
Wind,Fall,13662
Wind,Summer,2503
Wind,Spring,2749
Wind,Fall,11651
Wind,Fall,8194
Solar,Spring,5090
Wind,Spring,1780
Wind,Spring,9795
Wind,Fall,13588
Solar,Winter,6281
Wind,Fall,3679
Wind,Winter,3938
Wind,Summer,1216
Wind,Fall,570
Wind,Winter,17729
Solar,Summer,10821
Wind,Winter,16998
Wind,Spring,6015
Wind,Summer,9503
Solar,Summer,4591
Wind,Winter,5439
Wind,Summer,2389
Wind,Summer,2739
Wind,Winter,7154
Wind,Fall,6038
Solar,Fall,4346
Wind,Winter,4441
Wind,Fall,12031
Wind,Winter,4808
Wind,Spring,6774
Wind,Winter,6439
Solar,Fall,6509
Solar,Spring,4040
Wind,Summer,3495
Solar,Summer,4726
Wind,Winter,7175
Wind,Spring,4686
Wind,Fall,11571
Wind,Fall,18781
Wind,Summer,1582
Wind,Summer,5034
Wind,Fall,3726
Wind,Winter,7785
Solar,Summer,3850
Wind,Fall,5298
Wind,Summer,16261
Wind,Summer,4379
Wind,Spring,10918
Wind,Fall,1885
Wind,Winter,13972
Wind,Fall,14676
Wind,Winter,5568
Wind,Fall,4675
Wind,Fall,6471
Wind,Fall,1780
Wind,Winter,5603
Wind,Spring,3729
Wind,Fall,8868
Wind,Summer,3600
Solar,Fall,1404
Wind,Spring,1194
Wind,Fall,1734
Wind,Summer,1719
Wind,Spring,1639
Wind,Winter,5362
Wind,Spring,6226
Wind,Fall,8314
Wind,Fall,2237
Solar,Summer,9095
Wind,Winter,9482
Wind,Fall,14400
Wind,Fall,12095
Wind,Fall,6851
Wind,Fall,1443
Wind,Winter,15039
Wind,Fall,2634
Wind,Fall,14454
Wind,Fall,7882
Solar,Spring,3912
Wind,Winter,8683
Wind,Summer,2951
Solar,Summer,4753
Wind,Summer,3271
Wind,Fall,3153
Wind,Fall,3526
Wind,Summer,7497
Solar,Summer,2992
Wind,Summer,1611
Wind,Summer,3763
Solar,Fall,5163
Wind,Fall,8521
Wind,Winter,8937
Wind,Summer,2426
Solar,Summer,5768
Wind,Summer,2323
Wind,Winter,15728
Wind,Spring,10519
Solar,Summer,5214
Wind,Summer,6948
Wind,Fall,8695
Wind,Summer,1310
Wind,Fall,6445
Wind,Winter,7828
Wind,Summer,3909
Wind,Fall,4704
Wind,Spring,2322
Wind,Winter,12230
Wind,Summer,9367
Wind,Fall,10499
Solar,Winter,4584
Wind,Spring,2714
Wind,Fall,3306
Solar,Summer,9733
Wind,Summer,2348
Wind,Winter,12959
Wind,Fall,3069
Wind,Winter,9036
Wind,Fall,11930
Wind,Summer,4635
Wind,Fall,2659
Wind,Summer,2324
Wind,Fall,3710
Wind,Winter,15777
Wind,Winter,1678
Wind,Winter,8130
Wind,Winter,2960
Wind,Spring,2818
Wind,Summer,3483
Wind,Spring,5023
Wind,Spring,4837
Wind,Spring,5996
Wind,Winter,1801
Wind,Summer,2861
Wind,Spring,2565
Solar,Spring,10273
Wind,Summer,5030
Wind,Fall,7176
Wind,Summer,5352
Wind,Fall,2776
Wind,Summer,3294
Wind,Fall,6839
Wind,Spring,9516
Wind,Spring,9748
Wind,Fall,5096
Solar,Spring,10743
Wind,Summer,791
Wind,Winter,5196
Wind,Spring,1435
Wind,Summer,1906
Wind,Winter,13169
Wind,Fall,20374
Wind,Fall,8207
Wind,Summer,3104
Wind,Winter,7379
Wind,Spring,11458
Wind,Winter,1854
Wind,Winter,5371
Solar,Fall,8533
Wind,Winter,3581
Solar,Spring,9526
Wind,Fall,2249
Wind,Winter,1761
Wind,Fall,11497
Wind,Fall,4489
Wind,Spring,705
Wind,Winter,8744
Wind,Winter,9123
Solar,Fall,3746
Wind,Winter,6219
Wind,Spring,10892
Wind,Spring,6074
Wind,Spring,599
Wind,Winter,2084
Solar,Summer,6443
Wind,Spring,5402
Wind,Spring,5703
Wind,Spring,10147
Wind,Winter,5091
Wind,Winter,3991
Wind,Spring,5515
Wind,Fall,2036
Wind,Winter,1089
Wind,Winter,10296
Wind,Summer,3100
Wind,Winter,14946
Wind,Summer,2981
Solar,Spring,7909
Solar,Spring,1951
Solar,Fall,5112
Wind,Summer,2592
Wind,Winter,6595
Wind,Spring,1240
Wind,Summer,5149
Wind,Spring,7693
Wind,Spring,13300
Wind,Summer,2329
Wind,Spring,3294
Wind,Summer,1132
Wind,Fall,13921
Wind,Summer,418
Wind,Summer,7613
Wind,Spring,8012
Wind,Summer,3322
Wind,Winter,9719
Wind,Winter,9462
Wind,Summer,7651
Wind,Fall,7462
Solar,Spring,4886
Wind,Winter,2724
Wind,Fall,5846
Wind,Winter,7525
Solar,Spring,1922
Wind,Fall,13071
Solar,Summer,4694
Wind,Spring,6015
Wind,Summer,2829
Wind,Winter,12847
Wind,Fall,1366
Solar,Summer,5860
Solar,Summer,8694
Wind,Fall,4673
Wind,Winter,11588
Solar,Summer,4763
Wind,Spring,6800
Solar,Fall,7713
Wind,Summer,2850
Wind,Summer,1326
Wind,Fall,9025
Wind,Spring,4149
Solar,Summer,2228
Wind,Fall,19077
Wind,Summer,4371
Wind,Fall,12320
Wind,Summer,3877
Wind,Fall,7464
Wind,Fall,2837
Wind,Spring,8875
Wind,Fall,1151
Solar,Fall,1691
Wind,Winter,2503
Wind,Summer,3886
Wind,Spring,2382
Wind,Fall,1558
Wind,Winter,8798
Wind,Fall,3150
Wind,Winter,2038
Solar,Summer,5744
Solar,Winter,2182
Wind,Summer,5142
Solar,Summer,2417
Solar,Spring,12362
Wind,Winter,18722
Wind,Winter,2732
Wind,Summer,2432
Wind,Summer,6646
Wind,Winter,13238
Wind,Winter,9991
Wind,Winter,2497
Wind,Winter,6048
Solar,Summer,3276
Wind,Fall,10196
Wind,Winter,4420
Solar,Summer,10129
Wind,Winter,3401
Solar,Fall,7701
Wind,Winter,15011
Wind,Winter,9880
Wind,Spring,6813
Wind,Fall,1329
Wind,Spring,8666
Wind,Winter,5055
Wind,Fall,5532
Wind,Winter,4973
Wind,Fall,7387
Solar,Spring,5191
Wind,Summer,3656
Solar,Spring,5901
Wind,Fall,1022
Wind,Spring,4872
Wind,Winter,9070
Wind,Fall,8939
Wind,Winter,3752
Wind,Spring,2623
Wind,Spring,9798
Wind,Fall,8652
Wind,Summer,7643
Wind,Spring,3900
Wind,Winter,13537
Wind,Fall,9320
Wind,Summer,3520
Wind,Winter,11858
Wind,Winter,2493
Wind,Summer,3502
Solar,Spring,6696
Wind,Fall,4424
Wind,Summer,3307
Wind,Spring,4387
Wind,Spring,3115
Wind,Summer,8305
Wind,Spring,4043
Wind,Winter,12288
Wind,Fall,8545
Wind,Spring,6904
Wind,Summer,4406
Wind,Spring,1779
Wind,Summer,2713
Wind,Winter,12006
Solar,Summer,7683
Wind,Winter,9947
Wind,Spring,6736
Wind,Fall,2575
Solar,Summer,3228
Wind,Spring,8872
Wind,Spring,6066
Solar,Spring,7679
Wind,Winter,10533
Solar,Summer,2040
Wind,Fall,15965
Solar,Summer,1895
Wind,Winter,2188
Solar,Spring,5986
Solar,Summer,3778
Solar,Winter,6835
Wind,Winter,3993
Wind,Winter,6171
Wind,Spring,9640
Wind,Winter,8538
Wind,Winter,6417
Wind,Winter,12569
Wind,Fall,3996
Wind,Fall,10365
Wind,Spring,8030
Wind,Summer,11662
Wind,Spring,3745
Wind,Winter,5595
Solar,Summer,7212
Wind,Spring,2082
Wind,Fall,14252
Solar,Summer,7330
Wind,Fall,2004
Wind,Fall,6727
Wind,Spring,5529
Wind,Winter,1749
Solar,Summer,4214
Wind,Winter,12999
Wind,Spring,10967
Wind,Winter,11448
Solar,Spring,5742
Wind,Fall,4105
Wind,Winter,18306
Wind,Fall,11005
Wind,Spring,3785
Wind,Winter,7846
Solar,Fall,2992
Wind,Spring,10254
Wind,Spring,2676
Wind,Winter,9711
Wind,Summer,1818
Wind,Summer,1225
Solar,Spring,7534
Wind,Fall,3353
Wind,Summer,4955
Wind,Summer,9176
Wind,Winter,5046
Wind,Spring,2900
Wind,Fall,6799
Solar,Spring,2613
Wind,Summer,7811
Wind,Fall,5570
Wind,Summer,8013
Wind,Summer,2550
Wind,Winter,11091
Wind,Spring,5262
Wind,Winter,14791
Wind,Fall,1822
Wind,Spring,2114
Wind,Summer,3654
Wind,Summer,1922
Solar,Spring,2305
Wind,Fall,1319
Wind,Fall,1181
Wind,Winter,1179
Solar,Summer,4705
Solar,Summer,3805
Wind,Spring,5564
Solar,Summer,9796
Wind,Fall,1634
Wind,Summer,2282
Wind,Summer,7228
Wind,Winter,2998
Wind,Spring,11551
Solar,Fall,6238
Wind,Fall,13978
Wind,Winter,10442
Wind,Winter,5875
Wind,Winter,3858
Wind,Fall,1304
Wind,Summer,1284
Wind,Summer,2898
Wind,Spring,15086
Wind,Winter,13290
Wind,Summer,2992
Wind,Winter,2459
Wind,Winter,5970
Solar,Summer,4853
Wind,Spring,11061
Wind,Summer,3335
Wind,Summer,2474
Wind,Summer,1433
Wind,Fall,1498
Wind,Winter,13708
Solar,Summer,9365
Wind,Fall,3710
Wind,Summer,6136
Solar,Summer,11359
Wind,Spring,4941
Wind,Spring,1493
Wind,Fall,4122
Wind,Fall,870
Wind,Winter,4872
Wind,Winter,15073
Wind,Summer,1571
Wind,Summer,1461
Wind,Winter,2570
Wind,Spring,6905
Wind,Summer,2324
Wind,Spring,5618
Wind,Winter,2566
Wind,Summer,11067
Wind,Winter,13948
Wind,Winter,7033
Wind,Spring,7299
Solar,Fall,2103
Wind,Fall,3528
Solar,Fall,6109
Wind,Fall,3169
Wind,Winter,5852
Wind,Winter,3236
Solar,Summer,5787
Wind,Spring,15114
Wind,Spring,3239
Wind,Fall,2060
Wind,Winter,12733
Solar,Fall,3235
Wind,Spring,5982
Solar,Fall,11438
Wind,Winter,6804
Solar,Fall,10670
Solar,Spring,7303
Wind,Summer,8390
Solar,Fall,4724
Wind,Winter,8359
Wind,Fall,6601
Wind,Spring,1487
Wind,Summer,3514
Wind,Summer,3719
Wind,Spring,3208
Wind,Winter,9363
Solar,Winter,4235
Wind,Spring,3966
Wind,Spring,2676
Wind,Winter,5399
Solar,Fall,6868
Solar,Spring,7027
Wind,Summer,896
Wind,Fall,4245
Wind,Winter,14883
Wind,Summer,2895
Wind,Fall,3743
Wind,Summer,1777
Solar,Summer,10781
Wind,Winter,6517
Wind,Winter,2137
Wind,Spring,7851
Wind,Summer,6156
Wind,Spring,1308
Solar,Summer,2606
Wind,Fall,8707
Solar,Summer,9267
Wind,Fall,8119
Wind,Fall,1392
Wind,Fall,7039
Wind,Spring,3564
Wind,Summer,1610
Solar,Winter,7670
Solar,Summer,9564
Wind,Spring,5888
Wind,Summer,1215
Wind,Fall,3488
Solar,Spring,2519
Solar,Fall,8766
Wind,Spring,5433
Wind,Summer,8021
Wind,Summer,7286
Wind,Winter,8675
Wind,Summer,1803
Wind,Spring,9919
Wind,Winter,12195
Wind,Winter,2850
Wind,Summer,5084
Solar,Summer,3413
Wind,Summer,2812
Wind,Winter,18898
Wind,Spring,4508
Wind,Winter,9277
Wind,Winter,1632
Wind,Summer,1325
Wind,Winter,4191
Wind,Summer,4409
Wind,Summer,5201
Wind,Spring,8110
Solar,Spring,2139
Wind,Winter,10044
Wind,Fall,6887
Wind,Spring,12041
Solar,Summer,3175
Wind,Winter,9972
Wind,Spring,11987
Wind,Winter,1157
Wind,Spring,7968
Wind,Fall,7489
Wind,Winter,1406
Wind,Spring,3581
Wind,Winter,14388
Wind,Winter,3128
Wind,Fall,2419
Wind,Winter,6986
Wind,Fall,1361
Wind,Summer,1592
Wind,Fall,3941
Wind,Summer,1339
Wind,Fall,5967
Wind,Spring,2891
Wind,Summer,2095
Wind,Summer,6554
Wind,Fall,7419
Wind,Winter,7404
Wind,Winter,8838
Wind,Winter,4019
Wind,Fall,10079
Wind,Summer,3247
Wind,Summer,6475
Wind,Fall,7845
Wind,Winter,2972
Wind,Winter,13564
Wind,Spring,679
Solar,Spring,3570
Wind,Fall,8203
Wind,Fall,7697
Wind,Spring,5924
Wind,Winter,3562
Wind,Fall,935
Solar,Summer,6177
Wind,Winter,2989
Wind,Fall,2492
Solar,Summer,6071
Wind,Spring,11873
Wind,Spring,4435
Wind,Spring,9243
Wind,Summer,1275
Wind,Fall,15875
Wind,Summer,8032
Wind,Summer,5447
Wind,Winter,8247
Wind,Winter,2010
Solar,Fall,9018
Wind,Winter,3590
Wind,Fall,1203
Wind,Winter,14522
Wind,Winter,13456
Wind,Winter,11760
Wind,Spring,5952
Wind,Spring,9714
Wind,Summer,1917
Wind,Winter,12274
Wind,Spring,8041
Wind,Winter,7212
Wind,Fall,3018
Wind,Spring,6080
Wind,Winter,17314
Wind,Spring,4779
Wind,Winter,8113
Wind,Winter,5123
Wind,Fall,9628
Wind,Summer,4571
Wind,Spring,4299
Wind,Spring,9097
Wind,Summer,4931
Wind,Fall,1060
Solar,Spring,10245
Wind,Winter,7435
Wind,Spring,3605
Wind,Spring,8533
Wind,Winter,7750
Wind,Fall,11756
Wind,Summer,3211
Wind,Winter,7791
Wind,Summer,3943
Wind,Summer,9578
Solar,Fall,12629
Wind,Summer,1472
Wind,Winter,3667
Wind,Spring,5856
Solar,Winter,6888
Solar,Summer,5963
Solar,Spring,9877
Wind,Summer,5414
Wind,Winter,2549
Wind,Summer,4856
Wind,Spring,4052
Wind,Summer,2821
Wind,Fall,15676
Wind,Spring,9667
Wind,Summer,12494
Wind,Spring,5038
Wind,Winter,8024
Wind,Spring,3839
Wind,Winter,9911
Wind,Winter,6788
Wind,Winter,11144
Wind,Spring,13938
Wind,Fall,5605
Wind,Summer,4869
Wind,Summer,2033
Solar,Spring,1676
Wind,Fall,3002
Wind,Winter,5211
Solar,Winter,5143
Wind,Winter,4329
Wind,Fall,5745
Wind,Fall,1794
Solar,Spring,6127
Wind,Spring,10697
Wind,Fall,11010
Wind,Summer,1801
Wind,Winter,3234
Wind,Fall,9888
Wind,Fall,6935
Solar,Winter,2716
Wind,Spring,2693
Wind,Spring,6463
Solar,Spring,5108
Solar,Spring,6871
Wind,Spring,9132
Wind,Fall,4845
Wind,Fall,5803
Wind,Fall,12793
Wind,Winter,5876
Solar,Summer,5278
Wind,Winter,3980
Wind,Fall,4548
Wind,Summer,2990
Wind,Fall,9659
Wind,Spring,4738
Wind,Spring,8363
Wind,Spring,4670
Solar,Fall,4982
Solar,Fall,5167
Wind,Summer,2771
Wind,Fall,15183
Wind,Summer,11333
Wind,Winter,3212
Solar,Summer,5662
Wind,Winter,14688
Wind,Spring,2422
Wind,Spring,7172
Wind,Spring,5012
Wind,Fall,8100
Wind,Fall,2155
Wind,Winter,12803
Wind,Fall,4723
Wind,Summer,1643
Wind,Summer,2972
Solar,Summer,4072
Wind,Spring,9570
Solar,Spring,3015
Wind,Fall,8303
Wind,Winter,6095
Wind,Summer,6545
Wind,Winter,9041
Solar,Spring,6562
Wind,Summer,3640
Wind,Fall,10396
Wind,Spring,2627
Wind,Fall,6234
Wind,Winter,2388
Solar,Spring,7316
Solar,Fall,9763
Solar,Winter,4709
Solar,Spring,9899
Solar,Winter,4011
Wind,Winter,1810
Wind,Spring,7087
Wind,Winter,17620
Wind,Fall,12602
Solar,Fall,2291
Wind,Winter,6877
Wind,Spring,20267
Wind,Fall,3350
Solar,Summer,7247
Wind,Fall,408
Solar,Fall,10166
Wind,Fall,2242
Wind,Spring,8480
Wind,Fall,256
Wind,Spring,11653
Wind,Summer,7081
Solar,Fall,3391
Wind,Fall,2316
Wind,Winter,1821
Wind,Fall,10478
Wind,Spring,4874
Wind,Summer,2568
Wind,Winter,8131
Wind,Winter,2938
Wind,Summer,1499
Wind,Winter,3300
Wind,Winter,15551
Wind,Summer,717
Wind,Spring,2526
Wind,Fall,8655
Wind,Spring,6445
Wind,Summer,3751
Wind,Winter,16471
Solar,Summer,4206
Wind,Summer,2660
Wind,Winter,2189
Wind,Winter,17785
Solar,Summer,4743
Wind,Fall,9938
Wind,Fall,554
Wind,Fall,7784
Wind,Spring,8220
Wind,Summer,3130
Wind,Fall,5937
Wind,Summer,1392
Wind,Winter,6165
Solar,Spring,4127
Wind,Winter,3446
Wind,Spring,10520
Solar,Summer,7100
Wind,Spring,9012
Wind,Fall,12287
Wind,Summer,11630
Wind,Fall,3089
Wind,Fall,696
Wind,Fall,6661
Wind,Spring,4246
Wind,Spring,12302
Wind,Fall,6169
Wind,Winter,2533
Wind,Spring,4079
Wind,Fall,6850
Wind,Winter,9368
Wind,Spring,5053
Wind,Summer,4393
Wind,Winter,1708
Wind,Summer,434
Wind,Spring,12447
Wind,Fall,3646
Wind,Winter,3488
Solar,Summer,4749
Solar,Spring,9198
Wind,Winter,3168
Wind,Spring,6284
Wind,Winter,5376
Wind,Fall,7759
Wind,Summer,1054
Wind,Fall,2751
Solar,Winter,2528
Wind,Spring,851
Solar,Fall,3037
Wind,Summer,2669
Wind,Spring,8732
Wind,Summer,1815
Wind,Spring,2892
Wind,Summer,1439
Wind,Spring,2605
Wind,Fall,1291
Wind,Fall,3910
Solar,Summer,8646
Wind,Summer,1437
Solar,Summer,7998
Wind,Winter,11206
Wind,Fall,8628
Solar,Summer,3922
Wind,Fall,3519
Wind,Fall,2552
Solar,Spring,6831
Wind,Spring,5406
Solar,Summer,8661
Wind,Fall,4472
Wind,Winter,5210
Wind,Summer,1301
Wind,Summer,2301
Wind,Winter,4041
Wind,Fall,8537
Wind,Winter,12189
Wind,Winter,7878
Solar,Fall,1760
Wind,Spring,4076
Wind,Winter,13683
Wind,Spring,2012
Wind,Spring,4391
Wind,Summer,1350
Wind,Spring,4479
Wind,Spring,2882
Wind,Fall,6743
Wind,Spring,10187
Wind,Fall,12730
Wind,Fall,15669
Wind,Spring,15698
Solar,Winter,5027
Wind,Winter,2415
Wind,Spring,4743
Wind,Winter,16218
Wind,Fall,2499
Solar,Summer,7392
Wind,Fall,10392
Wind,Winter,16782
Wind,Winter,3190
Wind,Winter,17216
Wind,Winter,3050
Wind,Winter,13224
Solar,Spring,4523
Wind,Winter,4934
Wind,Summer,3457
Wind,Fall,17409
Wind,Spring,9747
Solar,Spring,4918
Wind,Summer,7089
Wind,Fall,1529
Solar,Summer,5339
Wind,Fall,3181
Wind,Summer,3635
Wind,Winter,1713
Wind,Summer,3214
Wind,Spring,7879
Solar,Summer,6389
Wind,Fall,11636
Wind,Winter,6809
Solar,Spring,3169
Wind,Winter,3793
Wind,Spring,6559
Wind,Fall,6407
Wind,Spring,9546
Wind,Summer,1153
Wind,Summer,2021
Solar,Summer,8508
Wind,Winter,4286
Solar,Summer,6951
Wind,Winter,11014
Solar,Summer,7785
Wind,Winter,6085
Wind,Winter,6094
Solar,Summer,3086
Wind,Fall,988
Wind,Winter,8472
Wind,Spring,7935
Wind,Winter,2090
Wind,Spring,4808
Wind,Fall,10187
Wind,Fall,3707
Wind,Fall,2835
Wind,Winter,7306
Wind,Spring,7482
Wind,Winter,7548
Solar,Winter,3615
Solar,Summer,9839
Wind,Fall,2131
Wind,Fall,6181
Wind,Fall,2426
Solar,Winter,9119
Wind,Fall,547
Wind,Summer,6832
Wind,Winter,5658
Solar,Summer,4495
Wind,Spring,10695
Wind,Fall,13602
Wind,Winter,2003
Wind,Spring,10422
Wind,Winter,4652
Wind,Summer,2474
Wind,Winter,11280
Wind,Fall,7122
Wind,Summer,9135
Wind,Summer,7083
Wind,Summer,4070
Solar,Winter,1733
Wind,Winter,8960
Wind,Winter,5086
Wind,Summer,2730
Solar,Fall,8381
Solar,Spring,7459
Wind,Summer,6972
Wind,Spring,1497
Wind,Summer,1366
Wind,Summer,4860
Wind,Summer,1572
Wind,Spring,7815
Wind,Fall,3732
Wind,Spring,4561
Wind,Winter,11382
Solar,Winter,2984
Wind,Winter,2993
Solar,Spring,4478
Wind,Winter,2609
Wind,Fall,6495
Wind,Winter,5370
Wind,Winter,13313
Wind,Spring,2924
Wind,Spring,6097
Wind,Winter,3917
Wind,Winter,5795
Wind,Summer,5915
Wind,Fall,823
Wind,Fall,11710
Wind,Winter,7383
Wind,Fall,12118
Wind,Winter,12686
Wind,Summer,1825
Solar,Spring,4591
Wind,Fall,5063
Wind,Winter,5670
Wind,Fall,2294
Wind,Spring,8135
Solar,Summer,4823
Wind,Fall,1584
Wind,Spring,2710
Wind,Summer,2157
Wind,Summer,5041
Wind,Fall,17291
Wind,Winter,3943
Wind,Spring,1227
Wind,Summer,2887
Wind,Summer,2653
Wind,Fall,7672
Solar,Spring,9317
Wind,Winter,3220
Wind,Summer,9162
Wind,Fall,2754
Wind,Fall,4880
Wind,Spring,11117
Wind,Spring,9502
Wind,Summer,1627
Solar,Fall,2948
Wind,Spring,1219
Wind,Spring,7209
Wind,Winter,6228
Solar,Fall,4468
Wind,Spring,15285
Wind,Spring,6637
Wind,Fall,8440
Wind,Fall,6160
Wind,Fall,672
Wind,Winter,4052
Wind,Spring,3321
Wind,Winter,5705
Wind,Winter,7756
Wind,Fall,1649
Wind,Winter,10231
Wind,Spring,3175
Wind,Spring,5102
Wind,Summer,18635
Solar,Fall,5922
Solar,Fall,6087
Solar,Spring,7289
Wind,Winter,1973
Wind,Fall,1010
Solar,Summer,3093
Wind,Fall,797
Wind,Fall,4812
Wind,Summer,547
Wind,Winter,18787
Wind,Winter,16227
Solar,Fall,3259
Wind,Spring,13750
Wind,Summer,4791
Wind,Spring,5839
Wind,Summer,6696
Solar,Spring,9156
Wind,Summer,3168
Wind,Summer,5028
Solar,Summer,8281
Wind,Winter,14963
Wind,Spring,7536
Wind,Fall,5090
Wind,Spring,3235
Wind,Fall,8339
Solar,Spring,2820
Wind,Winter,4446
Wind,Winter,5445
Wind,Winter,17822
Wind,Spring,2793
Wind,Summer,4126
Wind,Spring,11427
Wind,Fall,3840
Wind,Spring,3512
Wind,Spring,2924
Wind,Winter,3266
Wind,Summer,2945
Solar,Spring,4062
Wind,Fall,8644
Wind,Spring,10081
Wind,Summer,749
Wind,Fall,3605
Solar,Summer,6897
Wind,Spring,3134
Solar,Spring,824
Wind,Winter,13112
Wind,Winter,12588
Wind,Summer,1049
Wind,Spring,7648
Wind,Winter,2254
Solar,Fall,4854
Wind,Fall,1674
Wind,Fall,14521
Wind,Winter,1558
Wind,Summer,2330
Solar,Summer,7754
Wind,Summer,6072
Wind,Summer,902
Wind,Fall,7127
Wind,Fall,2517
Wind,Fall,9942
Wind,Spring,4797
Wind,Spring,7997
Wind,Fall,888
Wind,Spring,7921
Wind,Summer,3466
Wind,Winter,11145
